Bloom_Report_ID,Case_Assignment,Case_ID,Number_of_Blooms_Linked_to_Case,Report_Type,Bloom_Date_Created,Water_Body_Name,Official_Water_Body_Name,Landmark,County,Regional_Water_Board,Bloom_Latitude,Bloom Longitude,Bloom_Longitude,Bloom_Datum,Observation_Date,Has_Pictures,Reported_Advisory_Types,Weather_Condition,Surface_Water_Condition,Bloom_Size,Bloom_Location,Bloom_Texture,Reported_Management_Organizations,DDW_District_Office,Drinking_Water_Source,Water_Body_Manager,Rec_Land_Manager,Water_Body_Use,Water_Body_Type,Number_of_Advisories_Linked_to_Bloom,Advisory_ID,Response_Update_By,Advisory_Recommended,Advisory_Date,AdvisoryStartDate,AdvisoryEndDate,AdvisoryDetail,Advisory_Detail_Description,Advisory_Date_of_Recommendation,Spatial_Extent_of_Advisory,Extent_Unit_of_Measure,Last_Field_Result_Sample_Date,Lab_Data_Linked_to_Bloom,Field_Visual_Records_Linked_to_Bloom,Field_Measurement_Data_Linked_to_Bloom,Case_Start_Date,Case_Year,Case_Water_Body_Name,Case_Class,Case_Status,Case_Lead,Case_End_Date,Case_DateTimeStamp,HAB_Bloom_Reports_FLATFILE_ID
3251,,859,31,,4/15/2022 12:00:00 AM,Clear Lake,Clear Lake," Lower Arm, UCD site (LA-03)",Lake,Region 5 - Central Valley,38.983,-122.717,-122.717,,2/21/2022 12:00:00 AM,No,Caution,,,,,,Big Valley Rancheria,,Unknown,Unknown,Unknown,,Reservoir,1,1322,dana.shultz@waterboards.ca.gov,None,8/15/2023 12:00:00 AM,2/21/2022 12:00:00 AM,,Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",8/15/2023 12:00:00 AM,,,2/21/2022 12:00:00 AM,NO,NO,NO,4/19/2022 12:00:00 AM,2022,Clear Lake,Monitoring_Tribe,Ongoing,Katkins,,6/28/2023 10:37:19 AM,1700
3183,,860,1,,2/2/2022 12:00:00 AM,False River,False River,near San Joaquin River (FAL),Contra Costa,Region 5 - Central Valley,38.0558,-121.6669,-121.6669,WGS84,1/6/2022 12:00:00 AM,Yes,None,,,,,,Department of Water Resources,,Unknown,Unknown,Unknown,,Wadeable stream,1,1351,Karen.atkins@waterboards.ca.gov,None,11/30/2022 12:00:00 AM,7/6/2022 12:00:00 AM,,Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",11/30/2022 12:00:00 AM,,,3/24/2022 12:00:00 AM,NO,NO,NO,4/19/2022 12:00:00 AM,2022,False River,,Open,Katkins,,,1701
3182,,861,1,Public Reporting,2/2/2022 12:00:00 AM,Fisherman's Cut,Fisherman's Cut,near San Joaquin River (FCT),Contra Costa,Region 5 - Central Valley,38.0678,-121.6488,-121.6488,WGS84,1/6/2022 12:00:00 AM,No,None,,,,,,Department of Water Resources,,Unknown,Unknown,Unknown,,,1,1352,Karen.atkins@waterboards.ca.gov,None,11/30/2022 12:00:00 AM,2/2/2022 12:00:00 AM,,Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",11/30/2022 12:00:00 AM,,,3/24/2022 12:00:00 AM,NO,NO,NO,4/19/2022 12:00:00 AM,2022,Fisherman's Cut,,Open,Katkins,,,1702
3209,,862,2,,3/14/2022 12:00:00 AM,Grant Line Canal,Grant Line Canal,near Old River (GLC),San Joaquin,Region 5 - Central Valley,37.820152,-121.54463,-121.54463,WGS84,3/8/2022 12:00:00 AM,Yes,None,,,,,,Dept of Water Resources,,Unknown,Unknown,Unknown,,,1,1353,Karen.atkins@waterboards.ca.gov,None,12/20/2022 12:00:00 AM,3/14/2022 12:00:00 AM,,visual monitoring based advisory,Advisory is based on visual monitoring for indicators of harmful algal bloom and trigger public health posting of “caution” advisory level.,12/20/2022 12:00:00 AM,,,4/5/2022 12:00:00 AM,NO,NO,NO,4/19/2022 12:00:00 AM,2022,Grant Line Canal,Monitoring_Local Agency,Closed,Katkins,12/31/2022 12:00:00 AM,1/22/2024 2:09:56 PM,1703
3268,Existing Case,862,2,Agency/Partner Reporting,5/11/2022 10:17:41 AM,Grant Line Canal,,East of Temporary Barrier (GLE),San Joaquin,Region 5 - Central Valley,37.82025,-121.4349,-121.4349,WGS84,5/3/2022 12:00:00 AM,No,,,,,,,,,,,,,,1,1768,Karen.atkins@waterboards.ca.gov,None,12/6/2022 12:00:00 AM,7/6/2022 12:00:00 AM,12/6/2022 12:00:00 AM,visual monitoring based advisory,Advisory is based on visual monitoring for indicators of harmful algal bloom and trigger public health posting of “caution” advisory level.,12/6/2022 12:00:00 AM,,,,NO,NO,NO,4/19/2022 12:00:00 AM,2022,Grant Line Canal,Monitoring_Local Agency,Closed,Katkins,12/31/2022 12:00:00 AM,1/22/2024 2:09:56 PM,1704
3220,,864,5,,3/30/2022 12:00:00 AM,Middle River,Middle River,at Howard Road (MHO),San Joaquin,Region 5 - Central Valley,37.876203,-121.38332,-121.38332,WGS84,3/15/2022 12:00:00 AM,Yes,None,,,,,,DWR,,Unknown,Unknown,Unknown,,Wadeable stream,1,1363,Karen.atkins@waterboards.ca.gov,None,12/8/2022 12:00:00 AM,3/30/2022 12:00:00 AM,10/25/2022 12:00:00 AM,Updates from routine monitoring program-organization; visual monitoring based advisory,"Advisory is based on visual monitoring for indicators of harmful algal bloom and trigger public health posting of “caution” advisory level.    Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",12/8/2022 12:00:00 AM,,,3/15/2022 12:00:00 AM,NO,NO,NO,4/19/2022 12:00:00 AM,2022,Middle River,,Closed,Katkins,,6/29/2023 4:18:57 PM,1705
3221,,864,5,,3/30/2022 12:00:00 AM,Middle River,Middle River,at Undine (MRU),San Joaquin,Region 5 - Central Valley,37.834001,-121.38572,-121.38572,WGS84,3/15/2022 12:00:00 AM,Yes,None,,,,,,DWR,,Unknown,Unknown,Unknown,,Wadeable stream,1,1365,Karen.atkins@waterboards.ca.gov,None,12/8/2022 12:00:00 AM,3/30/2022 12:00:00 AM,10/25/2022 12:00:00 AM,Updates from routine monitoring program-organization; visual monitoring based advisory,"Advisory is based on visual monitoring for indicators of harmful algal bloom and trigger public health posting of “caution” advisory level.    Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",12/8/2022 12:00:00 AM,,,3/15/2022 12:00:00 AM,NO,NO,NO,4/19/2022 12:00:00 AM,2022,Middle River,,Closed,Katkins,,6/29/2023 4:18:57 PM,1706
3223,,864,5,,3/30/2022 12:00:00 AM,Middle River,Middle River,at Tracy (MRX),San Joaquin,Region 5 - Central Valley,37.881335,-121.46742,-121.46742,WGS84,3/15/2022 12:00:00 AM,Yes,None,,,,,,DWR,,Unknown,Unknown,Unknown,,Wadeable stream,1,1364,Karen.atkins@waterboards.ca.gov,None,12/8/2022 12:00:00 AM,3/30/2022 12:00:00 AM,10/25/2022 12:00:00 AM,Updates from routine monitoring program-organization; visual monitoring based advisory,"Advisory is based on visual monitoring for indicators of harmful algal bloom and trigger public health posting of “caution” advisory level.    Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",12/8/2022 12:00:00 AM,,,3/15/2022 12:00:00 AM,NO,NO,NO,4/19/2022 12:00:00 AM,2022,Middle River,,Closed,Katkins,,6/29/2023 4:18:57 PM,1707
3186,,864,5,,2/2/2022 12:00:00 AM,Middle River,Middle River,near Mildred Island (HLT),San Joaquin,Region 5 - Central Valley,38.0031,-121.5108,-121.5108,WGS84,1/19/2022 12:00:00 AM,Yes,None,,,,,,Department of Water Resources,,Unknown,Unknown,Unknown,,Wadeable stream,1,1362,Karen.atkins@waterboards.ca.gov,None,12/30/2022 12:00:00 AM,2/2/2022 12:00:00 AM,,Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",12/30/2022 12:00:00 AM,,,2/15/2022 12:00:00 AM,NO,NO,NO,4/19/2022 12:00:00 AM,2022,Middle River,,Closed,Katkins,,6/29/2023 4:18:57 PM,1708
3677,,864,5,Public Reporting,9/1/2022 5:50:09 PM,Middle River,,South of Kaketan Island,San Joaquin,Region 5 - Central Valley,37.943582,-121.53361,-121.53361,,8/23/2022 12:00:00 AM,No,,,,,,,,,,,,,,1,2128,karen.atkins@waterboards.ca.gov,None,9/1/2022 12:00:00 AM,9/1/2022 12:00:00 AM,,,,9/1/2022 12:00:00 AM,,,,NO,NO,NO,4/19/2022 12:00:00 AM,2022,Middle River,,Closed,Katkins,,6/29/2023 4:18:57 PM,1709
3579,,865,8,Public Reporting,7/22/2022 11:37:43 AM,Old River,,East of Holland Riverside Marina (D28A),San Joaquin,Region 5 - Central Valley,37.97048,-121.573,-121.573,WGS84,7/19/2022 12:00:00 AM,No,,,,,,Visible spherical colonies,,,,,,,,1,2043,Karen.atkins@waterboards.ca.gov,Caution,7/22/2022 12:00:00 AM,,,visual monitoring based advisory,Advisory is based on visual monitoring for indicators of harmful algal bloom and trigger public health posting of “caution” advisory level.,7/22/2022 12:00:00 AM,,,,NO,NO,NO,4/19/2022 12:00:00 AM,2022,Old River,,Closed,Katkins,12/31/2022 12:00:00 AM,1/22/2024 2:06:34 PM,1710
3187,,865,8,,2/2/2022 12:00:00 AM,Old River,Old River,near Quimby Island (ORQ),San Joaquin,Region 5 - Central Valley,38.0272,-121.5645,-121.5645,WGS84,1/19/2022 12:00:00 AM,Yes,None,,,,,,Department of Water Resources,,Unknown,Unknown,Unknown,,Wadeable stream,1,1367,Karen.atkins@waterboards.ca.gov,None,12/30/2022 12:00:00 AM,2/2/2022 12:00:00 AM,,Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",12/30/2022 12:00:00 AM,,,2/15/2022 12:00:00 AM,NO,NO,NO,4/19/2022 12:00:00 AM,2022,Old River,,Closed,Katkins,12/31/2022 12:00:00 AM,1/22/2024 2:06:34 PM,1711
3207,,865,8,,3/14/2022 12:00:00 AM,Old River,Old River,at Mountain House (ORM),San Joaquin,Region 5 - Central Valley,37.793821,-121.5174,-121.5174,WGS84,3/8/2022 12:00:00 AM,Yes,None,,,,,,Dept of Water Resources,,Unknown,Unknown,Unknown,,Wadeable stream,1,1369,Karen.atkins@waterboards.ca.gov,None,12/20/2022 12:00:00 AM,3/14/2022 12:00:00 AM,,Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",12/20/2022 12:00:00 AM,,,4/5/2022 12:00:00 AM,NO,NO,NO,4/19/2022 12:00:00 AM,2022,Old River,,Closed,Katkins,12/31/2022 12:00:00 AM,1/22/2024 2:06:34 PM,1712
3208,,865,8,,3/14/2022 12:00:00 AM,Old River,Old River,Downstream of the ORT Barrier (ODM),San Joaquin,Region 5 - Central Valley,37.810958,-121.54443,-121.54443,WGS84,3/8/2022 12:00:00 AM,Yes,None,,,,,,Dept of Water Resources,,Unknown,Unknown,Unknown,,Wadeable stream,1,1370,Karen.atkins@waterboards.ca.gov,None,12/20/2022 12:00:00 AM,3/14/2022 12:00:00 AM,,Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",12/20/2022 12:00:00 AM,,,4/5/2022 12:00:00 AM,NO,NO,NO,4/19/2022 12:00:00 AM,2022,Old River,,Closed,Katkins,12/31/2022 12:00:00 AM,1/22/2024 2:06:34 PM,1713
3180,,865,8,,2/2/2022 12:00:00 AM,Old River,Old River,between Franks Tract and San Joaquin River (OSJ),San Joaquin,Region 5 - Central Valley,38.0711,-121.5789,-121.5789,WGS84,1/6/2022 12:00:00 AM,Yes,None,,,,,,Department of Water Resources,,Unknown,Unknown,Unknown,,Wadeable stream,1,1366,Karen.atkins@waterboards.ca.gov,None,11/30/2022 12:00:00 AM,2/2/2022 12:00:00 AM,,Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",11/30/2022 12:00:00 AM,,,3/24/2022 12:00:00 AM,NO,NO,NO,4/19/2022 12:00:00 AM,2022,Old River,,Closed,Katkins,12/31/2022 12:00:00 AM,1/22/2024 2:06:34 PM,1714
3222,,865,8,,3/30/2022 12:00:00 AM,Old River,Old River,at Tracy Wildlife Association (TWA),San Joaquin,Region 5 - Central Valley,37.802833,-121.45744,-121.45744,WGS84,3/15/2022 12:00:00 AM,Yes,None,,,,,,DWR,,Unknown,Unknown,Unknown,,Wadeable stream,1,1371,Karen.atkins@waterboards.ca.gov,None,12/8/2022 12:00:00 AM,3/30/2022 12:00:00 AM,10/25/2022 12:00:00 AM,Updates from routine monitoring program-organization; visual monitoring based advisory,"Advisory is based on visual monitoring for indicators of harmful algal bloom and trigger public health posting of “caution” advisory level.    Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",12/8/2022 12:00:00 AM,,,3/15/2022 12:00:00 AM,NO,NO,NO,4/19/2022 12:00:00 AM,2022,Old River,,Closed,Katkins,12/31/2022 12:00:00 AM,1/22/2024 2:06:34 PM,1715
3269,Existing Case,865,8,Public Reporting,5/11/2022 12:54:41 PM,Old River,,near Doughty Cut (ORX),San Joaquin,Region 5 - Central Valley,37.813683,-121.38335,-121.38335,WGS84,5/3/2022 12:00:00 AM,No,,,,,,,,,,Public entity,Public entity,Dog walking,,1,1769,Karen.atkins@waterboards.ca.gov,None,12/6/2022 12:00:00 AM,5/3/2022 12:00:00 AM,12/6/2022 12:00:00 AM,visual monitoring based advisory,Advisory is based on visual monitoring for indicators of harmful algal bloom and trigger public health posting of “caution” advisory level.,12/6/2022 12:00:00 AM,,,,NO,NO,NO,4/19/2022 12:00:00 AM,2022,Old River,,Closed,Katkins,12/31/2022 12:00:00 AM,1/22/2024 2:06:34 PM,1716
3270,Existing Case,865,8,Agency/Partner Reporting,5/11/2022 12:57:01 PM,Old River,,Head of Old River  (OH1),San Joaquin,Region 5 - Central Valley,37.807486,-121.3314,-121.3314,WGS84,5/3/2022 12:00:00 AM,No,,,,,,,,,,Other,,Contact recreation; Dog walking; Fishing; Non-Contact recreation,,1,1770,Karen.atkins@waterboards.ca.gov,None,12/6/2022 12:00:00 AM,5/3/2022 12:00:00 AM,12/6/2022 12:00:00 AM,visual monitoring based advisory,Advisory is based on visual monitoring for indicators of harmful algal bloom and trigger public health posting of “caution” advisory level.,12/6/2022 12:00:00 AM,,,,NO,NO,NO,4/19/2022 12:00:00 AM,2022,Old River,,Closed,Katkins,12/31/2022 12:00:00 AM,1/22/2024 2:06:34 PM,1717
3210,,866,2,,3/14/2022 12:00:00 AM,Old River,Old River,at Clifton Court Intake (ORI),Contra Costa,Region 5 - Central Valley,37.827969,-121.5526,-121.5526,WGS84,3/8/2022 12:00:00 AM,Yes,None,,,,,,Dept of Water Resources,,Unknown,Unknown,Unknown,,Wadeable stream,1,1368,Karen.atkins@waterboards.ca.gov,None,12/20/2022 12:00:00 AM,3/14/2022 12:00:00 AM,,visual monitoring based advisory,Advisory is based on visual monitoring for indicators of harmful algal bloom and trigger public health posting of “caution” advisory level.,12/20/2022 12:00:00 AM,,,4/12/2022 12:00:00 AM,NO,NO,NO,4/19/2022 12:00:00 AM,2022,Old River,,Closed,Katkins,12/31/2022 12:00:00 AM,1/22/2024 2:05:35 PM,1718
3655,,866,2,Public Reporting,8/24/2022 5:11:08 PM,Old River,,East of Frank's Tract (FT),San Joaquin,Region 5 - Central Valley,38.042361,-121.57826,-121.57826,WGS84,8/19/2022 12:00:00 AM,No,,,,,,,,,,,,,,1,2100,Karen.atkins@waterboards.ca.gov,Caution,8/24/2022 12:00:00 AM,8/24/2022 12:00:00 AM,,Advisory based on visual and toxins; Bottom/benthic bloom observed,"Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.  Observations at this site include confirmation of harmful algal bloom that  forms potential toxic algal mats that grow attached to cobble, sand, and plants on the bottom of the waterway. The water can appear clear when algal mats are attached to the bottom. These mats can dislodge and float downstream or strand on the shoreline, children and dogs should avoid touching mat material.",8/24/2022 12:00:00 AM,,,,NO,NO,NO,4/19/2022 12:00:00 AM,2022,Old River,,Closed,Katkins,12/31/2022 12:00:00 AM,1/22/2024 2:05:35 PM,1719
3470,,867,3,Agency/Partner Reporting,6/14/2022 4:29:24 PM,San Luis Reservoir,,Dinosaur Point Boat Launch,Merced,Region 5 - Central Valley,37.067728,-121.16445,-121.16445,,6/6/2022 12:00:00 AM,No,,,,,,,,,,,,,,1,1949,Karen.atkins@waterboards.ca.gov,Caution,12/19/2022 12:00:00 AM,6/14/2022 12:00:00 AM,,Advisory based on visual and toxins; Updates from routine monitoring program-organization,"Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.  Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",12/19/2022 12:00:00 AM,,,,NO,NO,NO,4/19/2022 12:00:00 AM,2022,San Luis Reservoir,,Closed,Katkins,12/31/2022 12:00:00 AM,,1720
3225,,867,3,,4/5/2022 12:00:00 AM,San Luis Reservoir,San Luis Reservoir,Basalt Boat Launch,Merced,Region 5 - Central Valley,37.038611,-121.09305,-121.09305,,3/28/2022 12:00:00 AM,No,None,,,,,,Department of Water Resources (DWR),,Unknown,Unknown,Unknown,,Reservoir,1,1373,marisa.vandyke@waterboards.ca.gov,Caution,7/1/2022 12:00:00 AM,4/5/2022 12:00:00 AM,7/1/2022 12:00:00 AM,Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",7/1/2022 12:00:00 AM,,,3/28/2022 12:00:00 AM,NO,NO,NO,4/19/2022 12:00:00 AM,2022,San Luis Reservoir,,Closed,Katkins,12/31/2022 12:00:00 AM,,1721
3226,,867,3,,4/5/2022 12:00:00 AM,San Luis Reservoir,San Luis Reservoir,Pacheco Pumping Plant,Merced,Region 5 - Central Valley,37.061919,-121.17972,-121.17972,,3/28/2022 12:00:00 AM,No,None,,,,,,Department of Water Resources (DWR),,Unknown,Unknown,Unknown,,Reservoir,1,1372,Karen.atkins@waterboards.ca.gov,Caution,11/4/2022 12:00:00 AM,4/5/2022 12:00:00 AM,,Advisory based on visual and toxins; Floating/planktonic bloom observed; Lake-wide advisory; Updates from routine monitoring program-organization,"Advisory applies to the full extent of the lake or reservoir (lake-wide advisory) and is not to limited the location symbolized by this report.  Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.  Observations at this site include confirmation of harmful algal bloom that forms floating/planktonic blooms. Children and dogs should avoid skin contact with bloom material that may appear as discolored water, milky water, with a surface sheen (like spilled paint), or scum.  Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",11/4/2022 12:00:00 AM,,,,NO,NO,NO,4/19/2022 12:00:00 AM,2022,San Luis Reservoir,,Closed,Katkins,12/31/2022 12:00:00 AM,,1722
3181,,868,1,Public Reporting,2/2/2022 12:00:00 AM,Mokelumne River,South Fork Mokelumne River,near San Joaquin River (MOK),Sacramento,Region 5 - Central Valley,38.1061,-121.5711,-121.5711,WGS84,1/6/2022 12:00:00 AM,No,None,,,,,,Department of Water Resources,,Unknown,Unknown,Unknown,,Wadeable stream,1,1374,Karen.atkins@waterboards.ca.gov,None,11/30/2022 12:00:00 AM,2/2/2022 12:00:00 AM,,Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",11/30/2022 12:00:00 AM,,,3/24/2022 12:00:00 AM,NO,NO,NO,4/19/2022 12:00:00 AM,2022,Mokelumne River,Monitoring_Local Agency,Closed,Katkins,12/31/2022 12:00:00 AM,1/2/2024 2:32:41 PM,1723
3185,,869,1,,2/2/2022 12:00:00 AM,Turner Cut,Turner Cut,near San Joaquin River (TRN),San Joaquin,Region 5 - Central Valley,37.9928,-121.4542,-121.4542,WGS84,1/19/2022 12:00:00 AM,Yes,None,,,,,,Department of Water Resources,,Unknown,Unknown,Unknown,,,1,1375,Karen.atkins@waterboards.ca.gov,None,12/30/2022 12:00:00 AM,2/2/2022 12:00:00 AM,,Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",12/30/2022 12:00:00 AM,,,2/15/2022 12:00:00 AM,NO,NO,NO,4/19/2022 12:00:00 AM,2022,Turner Cut,,Open,Katkins,,,1724
3212,,870,1,,3/14/2022 12:00:00 AM,Victoria Canal,Victoria Canal,near Union Point (VCU),San Joaquin,Region 5 - Central Valley,37.870945,-121.53001,-121.53001,WGS84,3/8/2022 12:00:00 AM,Yes,None,,,,,,Dept of Water Resources,,Unknown,Unknown,Unknown,,,1,1376,Karen.atkins@waterboards.ca.gov,None,12/20/2022 12:00:00 AM,3/14/2022 12:00:00 AM,,Updates from routine monitoring program-organization; visual monitoring based advisory,"Advisory is based on visual monitoring for indicators of harmful algal bloom and trigger public health posting of “caution” advisory level.    Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",12/20/2022 12:00:00 AM,,,4/12/2022 12:00:00 AM,NO,NO,NO,4/19/2022 12:00:00 AM,2022,Victoria Canal,,Closed,Katkins,12/31/2022 12:00:00 AM,1/22/2024 2:09:08 PM,1725
3237,,871,1,,4/15/2022 12:00:00 AM,Cache Creek Shady Acres (SHADY01),Cache Creek,Cache Creek Shady Acres (SHADY01),Lake,Region 5 - Central Valley,38.925467,-122.61659,-122.61659,,2/21/2022 12:00:00 AM,No,None,,,,,,Big Valley Rancheria,,Unknown,Unknown,Unknown,,Wadeable stream,1,1377,carly.nilson@waterboards.ca.gov,None,2/21/2022 12:00:00 AM,2/21/2022 12:00:00 AM,,Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",2/21/2022 12:00:00 AM,,,2/21/2022 12:00:00 AM,NO,NO,NO,4/19/2022 12:00:00 AM,2022,Cache Creek,,Open,Katkins,,,1726
3228,,872,5,,4/8/2022 12:00:00 AM,Indian Creek Reservoir,Indian Creek Reservoir,,Alpine,Region 6 - Lahontan,38.7520997,-119.77815,-119.77815,,4/6/2022 12:00:00 AM,Yes,NA - refer to Report Details,,,between a tennis court and a sedan,,,South Tahoe Public Utility District,,No,Unknown,Unknown,,Reservoir,1,1695,,NA - refer to Report Details,,4/8/2022 12:00:00 AM,,,,,,,,NO,NO,NO,4/19/2022 12:00:00 AM,2022,Indian Creek Reservoir,,Closed,SRice,12/31/2022 12:00:00 AM,,1727
3229,,872,5,Public Reporting,4/8/2022 12:00:00 AM,Indian Creek Reservoir,Indian Creek Reservoir,East Shore Dam near Shack  (ICR-CB01),Alpine,Region 6 - Lahontan,38.752123,-119.77815,-119.77815,,4/6/2022 12:00:00 AM,No,Caution,,,,,,South Tahoe Public Utility District,,No,Unknown,Unknown,,Reservoir,1,1380,carly.nilson@waterboards.ca.gov,Danger,10/21/2022 12:00:00 AM,6/22/2022 12:00:00 AM,,Advisory based on visual and toxins,Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.,10/21/2022 12:00:00 AM,,,4/6/2022 12:00:00 AM,NO,NO,NO,4/19/2022 12:00:00 AM,2022,Indian Creek Reservoir,,Closed,SRice,12/31/2022 12:00:00 AM,,1728
3230,,872,5,Public Reporting,4/8/2022 12:00:00 AM,Indian Creek Reservoir,Indian Creek Reservoir,Boat Launch  (ICR-CB02),Alpine,Region 6 - Lahontan,38.750681,-119.77636,-119.77636,,4/6/2022 12:00:00 AM,No,Caution,,,,,,South Tahoe PUD,,No,Unknown,Unknown,,Reservoir,1,1379,carly.nilson@waterboards.ca.gov,Caution,10/21/2022 12:00:00 AM,6/22/2022 12:00:00 AM,,Advisory based on visual and toxins,Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.,10/21/2022 12:00:00 AM,,,4/6/2022 12:00:00 AM,NO,NO,NO,4/19/2022 12:00:00 AM,2022,Indian Creek Reservoir,,Closed,SRice,12/31/2022 12:00:00 AM,,1729
3231,,872,5,Public Reporting,4/8/2022 12:00:00 AM,Indian Creek Reservoir,Indian Creek Reservoir,Auxiliary Dam (ICR-CB03),Alpine,Region 6 - Lahontan,38.74743,-119.78287,-119.78287,,4/6/2022 12:00:00 AM,No,Warning,,,,,,South Tahoe PUD,,No,Unknown,Unknown,,Reservoir,1,1378,carly.nilson@waterboards.ca.gov,Warning,10/21/2022 12:00:00 AM,4/8/2022 12:00:00 AM,,Advisory based on visual and toxins,Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.,10/21/2022 12:00:00 AM,,,4/6/2022 12:00:00 AM,NO,NO,NO,4/19/2022 12:00:00 AM,2022,Indian Creek Reservoir,,Closed,SRice,12/31/2022 12:00:00 AM,,1730
3502,Existing Case,872,5,Agency/Partner Reporting,6/30/2022 3:27:07 PM,Indian Creek Reservoir,Indian Creek Reservoir,South End Nearest Entrance to Campground (ICR-CB04),Alpine,Region 6 - Lahontan,38.741592,-119.77864,-119.77864,WGS84,6/22/2022 12:00:00 AM,No,,,,,,,,,,,,,,1,1980,sabrina.rice@waterboards.ca.gov,Danger,6/29/2022 12:00:00 AM,6/22/2022 12:00:00 AM,,Lake-wide advisory,Advisory applies to the full extent of the lake or reservoir (lake-wide advisory) and is not to limited the location symbolized by this report.,6/29/2022 12:00:00 AM,,,,NO,NO,NO,4/19/2022 12:00:00 AM,2022,Indian Creek Reservoir,,Closed,SRice,12/31/2022 12:00:00 AM,,1731
3136,,873,3,,1/7/2022 12:00:00 AM,Iron Gate Reservoir,Iron Creek,at Log Boom,Siskiyou,Region 1 - North Coast,41.938219,-122.43224,-122.43224,,1/7/2022 12:00:00 AM,No,None,,,,,,RB1 FHAB,,Unknown,PacifiCorp,Unknown,,Reservoir,1,1383,michael.thomas@waterboards.ca.gov,None,12/16/2022 12:00:00 AM,1/7/2022 12:00:00 AM,12/16/2022 12:00:00 AM,De-posting advisory.,Water Boards recommends removing the posted advisory at this site.,12/16/2022 12:00:00 AM,,,10/12/2021 12:00:00 AM,NO,NO,NO,4/19/2022 12:00:00 AM,2022,Iron Gate Reservoir,Monitoring_Local Agency,Closed,Mthomas,12/16/2022 12:00:00 AM,,1732
3137,,873,3,,1/7/2022 12:00:00 AM,Iron Gate Reservoir,Iron Creek,at Jay Williams Boat Ramp (Public Health),Siskiyou,Region 1 - North Coast,41.962236,-122.44046,-122.44046,,1/7/2022 12:00:00 AM,No,None,,,,,,RB1 FHAB,,Unknown,PacifiCorp,Unknown,,Reservoir,1,1382,michael.thomas@waterboards.ca.gov,None,12/16/2022 12:00:00 AM,1/7/2022 12:00:00 AM,12/16/2022 12:00:00 AM,De-posting advisory.,Water Boards recommends removing the posted advisory at this site.,12/16/2022 12:00:00 AM,,,6/21/2022 12:00:00 AM,NO,YES,NO,4/19/2022 12:00:00 AM,2022,Iron Gate Reservoir,Monitoring_Local Agency,Closed,Mthomas,12/16/2022 12:00:00 AM,,1733
